x,exp(x),Taylor,Cheby,sin(x),Taylor,Cheby,cos(x),Taylor,Cheby,tan(x),Taylor,Cheby,asin(x),Taylor,Cheby,acos(x),Taylor,Cheby,atan(x),Taylor,Cheby,csc(x + 2),Taylor,Cheby,sec(x),Taylor,Cheby,cot(x + 2),Taylor,Cheby,acsc(x + 2),Taylor,Cheby,asec(x + 2),Taylor,Cheby,acot(x + 2),Taylor,Cheby
-1,0.3678794412,0.5,0.4278212399,-0.8414709848,-1,-0.901639737,0.5403023059,0.5,0.5318313314,-1.557407725,-1,-1.292535915,-1.570796327,-1,-1.192019147,3.141592654,2.570796327,2.762815474,-0.7853981634,-1,-0.854070382,1.188395106,1.376659436,1.714208914,1.850815718,1.5,1.747005807,0.6420926159,0.1982787536,0.01958445839,1.570796327,0.9806677387,1.219019721,0,0.5901285881,0.3517766062,1.570796327,1.535398163,1.561247931
-0.998,0.3686159363,0.500002,0.4278850906,-0.840388698,-0.998,-0.8998364575,0.5419841661,0.501998,0.5336878423,-1.550577951,-0.998,-1.289950843,-1.507540228,-0.998,-1.189635109,3.078336555,2.568796327,2.760431435,-0.7843971627,-0.998,-0.8523622412,1.186873315,1.374548302,1.708190181,1.845072352,1.498002,1.743890599,0.6392716689,0.1980716951,0.02281605818,1.50760341,0.9794174867,1.216971742,0.06319291646,0.5913788401,0.3538245843,1.568796329,1.533399163,1.559228735
-0.996,0.3693539059,0.500008,0.4279532409,-0.8393030496,-0.996,-0.898033178,0.5436638584,0.503992,0.5355406364,-1.543790408,-0.996,-1.287365771,-1.481323767,-0.996,-1.18725107,3.052120093,2.566796327,2.758047397,-0.7833941581,-0.996,-0.8506541004,1.185360153,1.372443409,1.702189065,1.839371855,1.496008,1.740781628,0.6364579261,0.1978602086,0.02603240066,1.481502295,0.9781685818,1.214926243,0.08929403138,0.592627745,0.3558700836,1.566796348,1.531402163,1.557211427
-0.994,0.3700933529,0.500018,0.4280256911,-0.838214044,-0.994,-0.8962298986,0.5453413761,0.505982,0.5373897137,-1.537044649,-0.994,-1.2847807,-1.461196969,-0.994,-1.184867032,3.031993296,2.564796327,2.755663359,-0.7823891454,-0.994,-0.8489459597,1.183855573,1.370344759,1.696205565,1.833713787,1.494018,1.737678893,0.6336513376,0.197644294,0.02923348584,1.461524621,0.9769210241,1.212883223,0.1092717054,0.5938753027,0.357913104,1.564796399,1.529407163,1.555196007
-0.992,0.3708342803,0.500032,0.428102441,-0.8371216855,-0.992,-0.8944266191,0.5470167124,0.507968,0.5392350743,-1.530340238,-0.992,-1.282195628,-1.444220741,-0.992,-1.182482994,3.015017068,2.562796327,2.75327932,-0.7813821207,-0.992,-0.8472378189,1.182359531,1.36825235,1.690239682,1.828097711,1.492032,1.734582395,0.6308518536,0.1974239512,0.03241931371,1.444724694,0.9756748136,1.210842681,0.1260716323,0.5951215132,0.3599536455,1.562796497,1.527414163,1.553182477
-0.99,0.371576691,0.50005,0.4281834907,-0.8360259786,-0.99,-0.8926233396,0.5486898606,0.50995,0.5410767182,-1.523676741,-0.99,-1.279610556,-1.429256853,-0.99,-1.180098955,3.00005318,2.560796327,2.750895282,-0.7803730801,-0.99,-0.8455296781,1.180871983,1.366166183,1.684291416,1.822523199,1.49005,1.731492134,0.628059425,0.1971991804,0.03558988427,1.429960453,0.9744299502,1.208804619,0.1408358736,0.5963663766,0.3619917081,1.56079666,1.525423163,1.551170835
-0.988,0.3723205881,0.500072,0.4282688402,-0.8349269276,-0.988,-0.8908200601,0.550360814,0.511928,0.5429146454,-1.517053733,-0.988,-1.277025484,-1.415721654,-0.988,-1.177714917,2.986517981,2.558796327,2.748511244,-0.7793620194,-0.988,-0.8438215374,1.179392886,1.364086257,1.678360767,1.816989826,1.488072,1.728408109,0.6252740028,0.1969699814,0.03874519753,1.416645647,0.9731864339,1.206769035,0.1541506802,0.5976098929,0.3640272919,1.558796903,1.523434163,1.549161081
-0.986,0.3730659744,0.500098,0.4283584895,-0.8338245368,-0.986,-0.8890167807,0.5520295661,0.513902,0.5447488558,-1.510470794,-0.986,-1.274440412,-1.403268483,-0.986,-1.175330879,2.97406481,2.556796327,2.746127206,-0.7783489347,-0.986,-0.8421133966,1.177922194,1.362012574,1.672447734,1.811497176,1.486098,1.725330321,0.6224955385,0.1967363543,0.04188525349,1.4044317,0.9719442648,1.20473593,0.1663646264,0.598852062,0.3660603968,1.556797241,1.521447163,1.547153216
-0.984,0.3738128529,0.500128,0.4284524385,-0.8327188108,-0.984,-0.8872135012,0.55369611,0.515872,0.5465793495,-1.503927508,-0.984,-1.27185534,-1.391671512,-0.984,-1.172946841,2.962467839,2.554796327,2.743743167,-0.7773338221,-0.984,-0.8404052559,1.176459866,1.359945132,1.666552318,1.806044836,1.484128,1.722258769,0.619723984,0.1964982991,0.04501005214,1.393091294,0.9707034429,1.202705304,0.177705033,0.6000928839,0.3680910229,1.554797692,1.519462163,1.545147239
-0.982,0.3745612268,0.500162,0.4285506873,-0.8316097538,-0.982,-0.8854102217,0.5553604391,0.517838,0.5484061264,-1.497423466,-0.982,-1.269270269,-1.380773903,-0.982,-1.170562802,2.95157023,2.552796327,2.741359129,-0.7763166774,-0.982,-0.8386971151,1.175005858,1.357883932,1.660674519,1.800632399,1.482162,1.719193454,0.6169592914,0.1962558158,0.04811959348,1.382466386,0.9694639681,1.200677157,0.1883299404,0.6013323587,0.3701191701,1.55279827,1.517479163,1.543143152
